#SampleID	BarcodeSequence	LinkerPrimerSequence	ATTRIBUTE_sample_type_group5	ATTRIBUTE_superfood	ATTRIBUTE_sample_type_group4	organic	ATTRIBUTE_family_genus	gluten_free	filename	packaging	presample_ethanol_weight	botanical_genus	ATTRIBUTE_botanical_anatomy	final_ethanol_weight	gmo	sample_in_tube_ethanol_weight	sample_type_group6	ATTRIBUTE_GNPSDefaultGroup
72475_1x_BC9_01_17418	GATACA	GATACA	garlic	superfood	vegetable	yes	Amaryllidaceae	no	72475_1x_BC9_01_17418.mzXML	none	1.9269	allium	stem	2.0369	no	0.11	garlic	Not Mapped
72497_1x_BD7_01_17434	GATACA	GATACA	melon	non_superfood	pepo	no	Cucurbitaceae	yes	72497_1x_BD7_01_17434.mzXML	none	1.9243	Cucumis	fruit	2.1797	no	0.2554	galia	G1
72500_1x_BG3_01_17471	GATACA	GATACA	apple	non_superfood	pome	yes	Rosaceae	yes	72500_1x_BG3_01_17471.mzXML	glass	1.95	Malus	fruit	2.3257	no	0.3757	apple	G1
72504_1x_BH8_01_17502	GATACA	GATACA	fig	non_superfood	multifruit	yes	Moraceae	yes	72504_1x_BH8_01_17502.mzXML	plastic 	1.9545	ficus	fruit	2.1733	no	0.2188	turkish fig	G1
72537_1x_BG5_01_17486	GATACA	GATACA	tomato	non_superfood	berry	yes	Solanaceae	no	72537_1x_BG5_01_17486.mzXML	plastic	1.9385	Solanum	fruit	2.1044	no	0.1659	orange cherry tomato	Not Mapped
72538_1x_BB6_01_17402	GATACA	GATACA	cabbage	non_superfood	vegetable	no	Brassicaceae	yes	72538_1x_BB6_01_17402.mzXML	none	1.9421	brassica	leaf	2.0412	no	0.0991	napa cabbage	G1
72540_1x_BB8_01_17404	GATACA	GATACA	melon	non_superfood	pepo	no	Cucurbitaceae	yes	72540_1x_BB8_01_17404.mzXML	none	1.9487	Citrullus	fruit	2.4881	no	0.5394	watermelon	G1
72657_1x_BE5_01_17445	GATACA	GATACA	pear	non_superfood	pome	yes	Rosaceae	yes	72657_1x_BE5_01_17445.mzXML	not applicable	1.9685	Pyrus	fruit	2.3697	no	0.4012	barlett pear	G1
72665_5x_RD5_01_17476	GATACA	GATACA	cherry	non_superfood	drupe	yes	Rosaceae	yes	72665_5x_RD5_01_17476.mzXML	not applicable	1.9592	Prunus	fruit	2.1237	no	0.1645	cherry	G1
72666_1x_BC5_01_17414	GATACA	GATACA	apricot	non_superfood	drupe	yes	Rosaceae	yes	72666_1x_BC5_01_17414.mzXML	not applicable	1.971	Prunus	fruit	2.2478	no	0.2768	apricot	G1
72671_1x_BD12_01_17439	GATACA	GATACA	basil	non_superfood	herb/spice	yes	Lamiaceae	yes	72671_1x_BD12_01_17439.mzXML	none	1.9678	ocimum	leaf	1.9453	no	not applicable	basil	G1
72673_1x_BE7_01_17447	GATACA	GATACA	orange	non_superfood	citrus	no	Rutaceae	yes	72673_1x_BE7_01_17447.mzXML	none	1.9714	citrus	fruit	2.0574	no	0.086	orange	G1
72674_1x_BG4_01_17472	GATACA	GATACA	orange	non_superfood	citrus	no	Rutaceae	yes	72674_1x_BG4_01_17472.mzXML	none	1.9679	citrus	fruit	2.2773	no	0.3094	orange	Not Mapped
72675_1x_BC3_01_17412	GATACA	GATACA	grape	superfood	berry	no	Vitaceae	yes	72675_1x_BC3_01_17412.mzXML	plastic	1.9604	Vitis	fruit	2.4069	no	0.4465	grape	G1
72684_1x_BF5_01_17479	GATACA	GATACA	lettuce	non_superfood	vegetable	not collected	Asteraceae	yes	72684_1x_BF5_01_17479.mzXML	not collected	1.9672	lactuca	leaf	2.0439	no	0.0767	lettuce	G1
72790_5x_RG6_01_17487	GATACA	GATACA	blueberry	superfood	berry	yes	ericacee	yes	72790_5x_RG6_01_17487.mzXML	plastic	1.9666	vaccinium	fruit	2.0826	no	0.116	blueberry	G1
72798_1x_BH4_01_17498	GATACA	GATACA	spinach	non_superfood	vegetable	yes	Amaranthaceae	yes	72798_1x_BH4_01_17498.mzXML	plastic	1.9603	spinacia	leaf	2.0003	no	0.04	spinach	G1
72799_1x_BF7_01_17460	GATACA	GATACA	kale	superfood	vegetable	yes	Brassicaceae	yes	72799_1x_BF7_01_17460.mzXML	plastic	1.9515	brassica	leaf	1.9662	no	0.0147	kale	G1
72802_1x_BD11_01_17438	GATACA	GATACA	pepper	non_superfood	berry	no	Solanaceae	yes	72802_1x_BD11_01_17438.mzXML	none	1.9733	capsicum	fruit	2.2348	no	0.2615	red bell pepper	G1
73714_1x_BA9_01_17392	GATACA	GATACA	grape	non_superfood	berry	not collected	Vitaceae	yes	73714_1x_BA9_01_17392.mzXML	none	1.8974	Vitis	fruit	2.11918	no	0.22178	green grape	G1
73730_1x_BB9_01_17405	GATACA	GATACA	mango	non_superfood	drupe	yes	Anacardiaceae	yes	73730_1x_BB9_01_17405.mzXML	none	1.9347	Mangifera	fruit	2.1109	no	0.1762	mango	G1
73971_1x_BF4_01_17478	GATACA	GATACA	lettuce	non_superfood	vegetable	no	Asteraceae	yes	73971_1x_BF4_01_17478.mzXML	styrofoam	1.9644	lactuca	leaf	2.0658	no	0.1014	iceberg lettuce	G1
73980_1x_BB10_01_17406	GATACA	GATACA	fig	non_superfood	multifruit	yes	Moraceae	yes	73980_1x_BB10_01_17406.mzXML	none	1.959	ficus	fruit	2.0971	no	0.1381	fig	G1
73981_1x_BA10_01_17393	GATACA	GATACA	rosemary	non_superfood	herb/spice	yes	Lamiaceae	yes	73981_1x_BA10_01_17393.mzXML	none	1.9713	Rosmarinus	leaf	1.9825	no	0.0112	rosemary	G1
73982_1x_BG7_01_17488	GATACA	GATACA	lavender	non_superfood	flower	yes	Lamiaceae	yes	73982_1x_BG7_01_17488.mzXML	none	1.9658	lavendula	flower	1.9787	no	0.0129	lavender	G1
73989_5x_RH6_01_17500	GATACA	GATACA	blueberry	superfood	berry	no	ericacee	yes	73989_5x_RH6_01_17500.mzXML	plastic	1.9631	vaccinium	fruit	2.224	no	0.2609	blueberry	G1
73990_1x_BH7_01_17517	GATACA	GATACA	tomato	non_superfood	berry	not collected	Solanaceae	yes	73990_1x_BH7_01_17517.mzXML	none	1.9758	solanum	fruit	2.1047	no	0.1289	cherry tomato	G1
73996_1x_BG8_01_17489	GATACA	GATACA	kohlrabi	non_superfood	vegetable	not collected	Brassicaceae	yes	73996_1x_BG8_01_17489.mzXML	none	1.9639	brassica	stem	2.1281	no	0.1642	kohlrabi	G1
74003_1x_BA2_01_17385	GATACA	GATACA	strawberry	superfood	pseudocarp	not collected	Rosaceae	yes	74003_1x_BA2_01_17385.mzXML	none	1.969	fragaria	fruit	2.1602	no	0.1912	strawberry	G1
74004_1x_BD2_01_17474	GATACA	GATACA	onion	non_superfood	vegetable	no	Amaryllidaceae	yes	74004_1x_BD2_01_17474.mzXML	none	1.9724	allium	bulb	2.0617	no	0.0893	white onion	G1
74009_5x_RC2_01_17411	GATACA	GATACA	strawberry	superfood	pseudocarp	not collected	Rosaceae	yes	74009_5x_RC2_01_17411.mzXML	none	1.9525	fragaria	fruit	2.124	no	0.1715	strawberry	G1
74011_1x_BF2_01_17455	GATACA	GATACA	asparagus	non_superfood	vegetable	not collected	Asparagaceae	yes	74011_1x_BF2_01_17455.mzXML	none	1.9723	asparagus	flower	2.377	no	0.4047	white asparagus	G1
74015_1x_BG2_01_17470	GATACA	GATACA	pepper	non_superfood	berry	not collected	Solanaceae	yes	74015_1x_BG2_01_17470.mzXML	none	1.9598	capsicum	fruit	2.0256	no	0.0658	orange bell pepper	G1
74018_1x_BB12_01_17408	GATACA	GATACA	pepper	non_superfood	berry	not collected	Solanaceae	yes	74018_1x_BB12_01_17408.mzXML	none	1.9685	capsicum	fruit	2.0699	no	0.1014	red bell pepper	G1
74021_1x_BA12_01_17395	GATACA	GATACA	cucumber	non_superfood	pepo	not collected	Cucurbitaceae	yes	74021_1x_BA12_01_17395.mzXML	none	1.9614	cucumis	fruit	2.1583	no	0.1969	cucumber	G1
74027_1x_BC12_01_17421	GATACA	GATACA	strawberry	superfood	pseudocarp	not collected	Rosaceae	yes	74027_1x_BC12_01_17421.mzXML	plastic	1.9692	fragaria	fruit	2.1372	no	0.168	strawberry	G1
74028_1x_BE11_01_17451	GATACA	GATACA	strawberry	superfood	pseudocarp	not collected	Rosaceae	yes	74028_1x_BE11_01_17451.mzXML	plastic	1.9276	fragaria	fruit	2.2929	no	0.3653	strawberry	G1
74031_1x_BF11_01_17483	GATACA	GATACA	lettuce	non_superfood	vegetable	not collected	Asteraceae	yes	74031_1x_BF11_01_17483.mzXML	none	1.9079	lactuca	leaf	1.964	no	0.0561	butter leaf lettuce	G1
75069_5x_RG10_01_17491	GATACA	GATACA	cilantro	non_superfood	herb/spice	no	Apiaceae	yes	75069_5x_RG10_01_17491.mzXML	plastic	1.9382	coriandrum	leaf	1.9728	no	0.0346	cilantro	G1
75070_1x_BC10_01_17419	GATACA	GATACA	corn	non_superfood	grain/grass	no	Poaceae	yes	75070_1x_BC10_01_17419.mzXML	plastic	1.9752	zea	fruit	2.0564	not collected	0.0812	sweet corn	G1
75071_1x_BD10_01_17477	GATACA	GATACA	grape	non_superfood	berry	no	Vitaceae	yes	75071_1x_BD10_01_17477.mzXML	plastic	1.9755	Vitis	fruit	2.144	no	0.1685	green grape	G1
75072_1x_BE9_01_17449	GATACA	GATACA	cherry	non_superfood	drupe	no	Rosaceae	yes	75072_1x_BE9_01_17449.mzXML	plastic	1.9711	Prunus	fruit	2.1556	no	0.1845	cherry	G1
75077_5x_RC11_01_17425	GATACA	GATACA	blueberry	superfood	berry	no	ericacee	yes	75077_5x_RC11_01_17425.mzXML	plastic	1.9778	vaccinium	fruit	2.5312	no	0.5534	blueberry	G1
75083_5x_RE3_01_17443	GATACA	GATACA	pea	non_superfood	vegetable	no	Fabaceae	yes	75083_5x_RE3_01_17443.mzXML	plastic	1.9883	pisum	seed	2.1921	no	0.2038	pea	G1
75084_1x_BD3_01_17475	GATACA	GATACA	corn	non_superfood	grain/grass	no	Poaceae	yes	75084_1x_BD3_01_17475.mzXML	plastic	1.9827	zea	fruit	2.2286	not collected	0.2459	corn	G1
75085_1x_BF3_01_17456	GATACA	GATACA	carrot	non_superfood	vegetable	yes	Apiaceae	yes	75085_1x_BF3_01_17456.mzXML	plastic	1.975	daucus	root	2.0292	no	0.0542	carrot	G1
75089_1x_BF10_01_17482	GATACA	GATACA	carrot	non_superfood	vegetable	yes	Apiaceae	yes	75089_1x_BF10_01_17482.mzXML	plastic	1.9847	daucus	root	2.1802	no	0.1955	carrot	G1
75092_1x_BH10_01_17514	GATACA	GATACA	cauliflower	superfood	vegetable	no	Brassicaceae	yes	75092_1x_BH10_01_17514.mzXML	plastic	1.9623	Brassica	flower	2.0727	no	0.1104	cauliflower	G1
75093_1x_BE10_01_17450	GATACA	GATACA	arugula	non_superfood	vegetable	yes	Brassicaceae	yes	75093_1x_BE10_01_17450.mzXML	plastic	1.954	eruca	leaf	1.9588	no	0.0048	arugula	G1
75904_1x_BA11_01_17394	GATACA	GATACA	spinach	non_superfood	vegetable	yes	Amaranthaceae	yes	75904_1x_BA11_01_17394.mzXML	plastic	1.9472	spinacia	leaf	1.9878	no	0.0406	spinach	Not Mapped
78802_1x_BF9_01_17462	GATACA	GATACA	carrot	non_superfood	vegetable	yes	Apiaceae	yes	78802_1x_BF9_01_17462.mzXML	none	not applicable	daucus	root	not applicable	no	100	carrot	G1
78806_1x_BG11_01_17510	GATACA	GATACA	onion	non_superfood	vegetable	yes	Amaryllidaceae	yes	78806_1x_BG11_01_17510.mzXML	none	1.9385	allium	stem	2.0889	no	0.1504	white onion	G1
78808_5x_RE12_01_17452	GATACA	GATACA	blueberry	superfood	berry	yes	ericacee	yes	78808_5x_RE12_01_17452.mzXML	none	1.9435	vaccinium	fruit	2.2639	no	0.3204	blueberry	G1
78810_1x_BF12_01_17484	GATACA	GATACA	cilantro	non_superfood	herb/spice	yes	Apiaceae	yes	78810_1x_BF12_01_17484.mzXML	none	1.9536	coriandrum	leaf	1.9854	no	0.0318	cilantro	G1
78812_5x_RA5_01_17388	GATACA	GATACA	kale	superfood	vegetable	yes	Brassicaceae	yes	78812_5x_RA5_01_17388.mzXML	none	1.9618	brassica	leaf	2.0656	no	0.1038	kale	G1
78813_1x_BA6_01_17389	GATACA	GATACA	arugula	non_superfood	vegetable	yes	Brassicaceae	yes	78813_1x_BA6_01_17389.mzXML	none	1.9573	eruca	leaf	2.0871	no	0.1298	arugula	G1
78814_1x_BB5_01_17424	GATACA	GATACA	nasturtium	non_superfood	vegetable	yes	Tropaeolaceae	yes	78814_1x_BB5_01_17424.mzXML	none	1.9577	Tropaeolum	leaf	2.0298	no	0.0721	nasturtium	G1
78815_1x_BB11_01_17407	GATACA	GATACA	nasturtium	non_superfood	flower	yes	Tropaeolaceae	yes	78815_1x_BB11_01_17407.mzXML	none	1.958	Tropaeolum	flower	2.1461	no	0.1881	nasturtium	G1
78816_5x_RH5_01_17511	GATACA	GATACA	broccoli	superfood	vegetable	yes	Brassicaceae	yes	78816_5x_RH5_01_17511.mzXML	none	1.9689	brassica	flower	2.1422	no	0.1733	broccoli	G1
78817_1x_BH11_01_17515	GATACA	GATACA	lettuce	non_superfood	vegetable	yes	Asteraceae	yes	78817_1x_BH11_01_17515.mzXML	none	1.9234	lactuca	leaf	2.1025	no	0.1791	heirloom lettuce	G1
78832_1x_BH12_01_17516	GATACA	GATACA	garlic	superfood	vegetable	yes	Amaryllidaceae	yes	78832_1x_BH12_01_17516.mzXML	none	1.9471	allium	stem	2.0717	no	0.1246	garlic tops	G1
79166_1x_BA8_01_17391	GATACA	GATACA	pepper	superfood	berry	not collected	Solanaceae	yes	79166_1x_BA8_01_17391.mzXML	none	1.9822	capsicum	fruit	2.126	no	0.1438	jalapeno pepper	G1
G72441_1x_BA6_01_17274	GATACA	GATACA	lemon	non_superfood	citrus	no	Rutaceae	yes	G72441_1x_BA6_01_17274.mzXML	none	1.9305	citrus	fruit	2.2822	no	0.3517	lemon	Not Mapped
G72449_1x_BB6_01_17263	GATACA	GATACA	onion	non_superfood	vegetable	no	Amaryllidaceae	yes	G72449_1x_BB6_01_17263.mzXML	plastic	1.9457	allium	stem	2.0941	no	0.1484	green onion	Not Mapped
G72451_p2_c6_GA3_01_21633	GATACA	GATACA	onion	non_superfood	vegetable	not collected	Amaryllidaceae	yes	G72451_p2_c6_GA3_01_21633.mzXML	not collected	1.9386	allium	stem	2.056	no	0.1174	red onion	Not Mapped
G72452_rerun_5ul_RE11_01_17715	GATACA	GATACA	walnut	non_superfood	drupe	no	Juglandaceae	yes	G72452_rerun_5ul_RE11_01_17715.mzXML	plastic	1.9302	juglans	seed	2.0441	no	0.1139	walnut	Not Mapped
G72453_RA12_01_17534	GATACA	GATACA	rice	non_superfood	grain/grass	no	Poaceae	no	G72453_RA12_01_17534.mzXML	plastic	1.9453	oryza	seed	2.0089	no	0.0636	jasmine white rice	Not Mapped
G72471_1x_BD6_01_17298	GATACA	GATACA	pea	non_superfood	legume	no	Fabaceae	yes	G72471_1x_BD6_01_17298.mzXML	plastic	1.9419	pisum	fruit	2.0377	no	0.0958	pea	Not Mapped
G72472_1x_rerun_BE6_01_17363	GATACA	GATACA	celery	non_superfood	vegetable	not collected	Apiaceae	yes	G72472_1x_rerun_BE6_01_17363.mzXML	not collected	1.9294	apium	leaf	2.0763	no	0.1469	celery	Not Mapped
G72478_1x_BF6_01_17324	GATACA	GATACA	ginger	superfood	herb/spice	not collected	Zingiberaceae	yes	G72478_1x_BF6_01_17324.mzXML	not collected	1.9172	zingiber	tuber	2.0892	no	0.172	ginger	Not Mapped
G72479_5x_rerun_10ul_BA8_01_19654	GATACA	GATACA	ginger	superfood	herb/spice	not collected	Zingiberaceae	yes	G72479_5x_rerun_10ul_BA8_01_19654.mzXML	not collected	not collected	zingiber	tuber	not collected	no	not collected	ginger	G1
G72480_1x_BG6_01_17337	GATACA	GATACA	strawberry	superfood	pseudocarp	yes	Rosaceae	yes	G72480_1x_BG6_01_17337.mzXML	plastic	1.9613	fragaria	fruit	2.2976	no	0.3363	strawberry	G1
G72485_RD10_01_18365	GATACA	GATACA	rice	non_superfood	grain/grass	no	Poaceae	no	G72485_RD10_01_18365.mzXML	plastic	1.9544	oryza	seed	1.9771	no	0.0227	rice	G1
G72492_1x_BH6_01_17350	GATACA	GATACA	raspberry	non_superfood	drupe_aggregate	yes	Rosaceae	yes	G72492_1x_BH6_01_17350.mzXML	plastic	1.9059	rubus	fruit	2.1789	no	0.273	red raspberry	G1
G72493_1x_BA7_01_17275	GATACA	GATACA	brussel sprout	superfood	vegetable	yes	Brassicaceae	yes	G72493_1x_BA7_01_17275.mzXML	plastic	1.9066	brassica	flower	1.926	no	0.0194	brussel sprout	G1
G72498_1x_BB7_01_17264	GATACA	GATACA	pepper	superfood	berry	yes	Solanaceae	yes	G72498_1x_BB7_01_17264.mzXML	none	1.9098	capsicum	fruit	1.955	no	0.0452	jalapeno pepper	G1
G72502_rerun_5ul_RC12_01_17659	GATACA	GATACA	chia	superfood	grain/grass	not collected	Lamiaceae	yes	G72502_rerun_5ul_RC12_01_17659.mzXML	plastic	1.9421	salvia	seed	1.9641	no	0.022	chia	G1
G72503_RA11_01_17533	GATACA	GATACA	oats	non_superfood	grain/grass	not collected	Poaceae	yes	G72503_RA11_01_17533.mzXML	tin can	1.957	secale	seed	2.0366	no	0.0796	oats	G1
G72505_rerun_5ul_RG11_01_17748	GATACA	GATACA	oat	non_superfood	grain/grass	no	Poaceae	yes	G72505_rerun_5ul_RG11_01_17748.mzXML	paper	1.9502	avena	seed	2.008	no	0.0578	oat	G1
G72508_RH11_01_17791	GATACA	GATACA	pine nut	non_superfood	drupe	no	Pinaceae	yes	G72508_RH11_01_17791.mzXML	plastic	1.9588	pinus	seed	2.0349	no	0.0761	pine nut	G1
G72511_1x_10ul_BD9_01_20293	GATACA	GATACA	sumac	non_superfood	berry	no	Anacardiaceae	yes	G72511_1x_10ul_BD9_01_20293.mzXML	glass	1.9207	rhus	fruit	1.9382	no	0.0175	sumac	G1
G72512_1x_BF8_01_20220	GATACA	GATACA	cloves	non_superfood	herb/spice	no	Myrtaceae	yes	G72512_1x_BF8_01_20220.mzXML	glass	1.9338	syzygium	flower	1.9243	no	not applicable	cloves	G1
G72513_1x_10ul_BC8_01_20285	GATACA	GATACA	cardamom	non_superfood	herb/spice	no	Zingiberaceae	yes	G72513_1x_10ul_BC8_01_20285.mzXML	glass	1.949	elettaria	seed	1.9653	no	0.0163	cardamom	G1
G72514_10x_RC9_01_20166	GATACA	GATACA	turmeric	non_superfood	herb/spice	no	Zingiberaceae	yes	G72514_10x_RC9_01_20166.mzXML	plastic	1.9456	curcuma	root	1.9217	no	not applicable	turmeric	G1
G72517_10x_BH10_01_17938	GATACA	GATACA	pineapple	non_superfood	multifruit	no	Bromeliaceae	yes	G72517_10x_BH10_01_17938.mzXML	none	1.9412	ananas	fruit	2.4207	no	0.4795	pineapple	G1
G72518_10x_BA11_01_17807	GATACA	GATACA	dates	non_superfood	drupe	yes	Arecaceae	yes	G72518_10x_BA11_01_17807.mzXML	plastic	1.9588	phoenix	fruit	2.375	no	0.4162	medjool date	G1
G72521_10x_BH12_01_17940	GATACA	GATACA	banana	non_superfood	berry	no	Musaceae	yes	G72521_10x_BH12_01_17940.mzXML	none	1.9399	musa	fruit	2.2475	no	0.3076	banana	G1
G72523_10x_BC11_01_17821	GATACA	GATACA	pepper	superfood	berry	no	Solanaceae	yes	G72523_10x_BC11_01_17821.mzXML	foil	1.9617	capsicum	fruit	1.9426	no	not collected	red pepper	G1
G72532_1x_BC7_01_17286	GATACA	GATACA	onion	non_superfood	vegetable	yes	Amaryllidaceae	yes	G72532_1x_BC7_01_17286.mzXML	none	1.9413	allium	stem	2.0071	no	0.0658	green onion	G1
G72533_1x_BD7_01_17299	GATACA	GATACA	pepper	non_superfood	berry	yes	Solanaceae	yes	G72533_1x_BD7_01_17299.mzXML	none	1.9409	capsicum	fruit	2.009	no	0.0681	red bell pepper	G1
G72534_1x_BE7_01_17312	GATACA	GATACA	radish	non_superfood	vegetable	yes	Brassicaceae	yes	G72534_1x_BE7_01_17312.mzXML	none	1.9424	raphanus	root	2.0141	no	0.0717	red radish	G1
G72663_RF10_01_17619	GATACA	GATACA	poppy seed	non_superfood	grain/grass	not collected	Papaveraceae	no	G72663_RF10_01_17619.mzXML	none	1.9556	papaver	seed	2.0099	no	0.0543	poppy seed	G1
G72669_1x_BG4_01_20229	GATACA	GATACA	pepper	superfood	berry	no	Solanaceae	yes	G72669_1x_BG4_01_20229.mzXML	glass	1.9693	capsicum	fruit	1.9745	no	0.0052	red chile pepper	G1
G72672_rerun_5ul_RB12_01_17652	GATACA	GATACA	sesame	non_superfood	grain/grass	no	Pedaliaceae	no	G72672_rerun_5ul_RB12_01_17652.mzXML	not collected	1.9612	sesamum	seed	2.0186	no	0.0574	sesame seed	G1
G72685_10x_BE12_01_17847	GATACA	GATACA	rice	non_superfood	grain/grass	no	Poaceae	yes	G72685_10x_BE12_01_17847.mzXML	not applicable	1.9593	oryza	seed	2.0926	no	0.1333	white rice	G1
G72696_10x_BF8_01_17856	GATACA	GATACA	pea	non_superfood	vegetable	yes	Fabaceae	yes	G72696_10x_BF8_01_17856.mzXML	packaging	1.9765	pisum	seed	not provided	no	not provided	pea	G1
G72700_10x_BG8_01_17924	GATACA	GATACA	carrot	non_superfood	vegetable	no	Apiaceae	yes	G72700_10x_BG8_01_17924.mzXML	packaging	1.96	daucus	root	2.1477	no	0.1877	carrot	G1
G72701_10x_BH8_01_17936	GATACA	GATACA	grape	non_superfood	berry	yes	Vitaceae	yes	G72701_10x_BH8_01_17936.mzXML	cardboard	1.9569	vitis	fruit	not provided	no	0.32	grape	G1
G72707_10x_3ul_rerun_BA4_01_17883	GATACA	GATACA	blueberry	superfood	berry	yes	ericacee	yes	G72707_10x_3ul_rerun_BA4_01_17883.mzXML	plastic	1.9663	vaccinium	fruit	2.3838	no	0.4175	blueberry	G1
G72708_10x_BC10_01_17818	GATACA	GATACA	banana	non_superfood	berry	yes	Musaceae	yes	G72708_10x_BC10_01_17818.mzXML	none	1.9365	musa	fruit	2.0459	no	0.1094	banana	G1
G72710_10x_3ul_p1_b6_GC5_01_21930	GATACA	GATACA	beet	non_superfood	vegetable	yes	Amaranthaceae	yes	G72710_10x_3ul_p1_b6_GC5_01_21930.mzXML	plastic	1.9791	Beta	tuber	2.0743	no	0.0952	red beet	G1
G72711_10x_BH9_01_17937	GATACA	GATACA	melon	non_superfood	pepo	no	Cucurbitaceae	yes	G72711_10x_BH9_01_17937.mzXML	none	1.9622	cucumis	fruit	2.3347	no	0.3725	cantelope	G1
G72725_rerun_5ul_RC10_01_17657	GATACA	GATACA	oats	non_superfood	grain/grass	yes	Poaceae	yes	G72725_rerun_5ul_RC10_01_17657.mzXML	plastic	1.9718	secale	seed	2.2312	no	0.2594	oats	G1
G72726_BF5_01_19021	GATACA	GATACA	wheat	non_superfood	grain/grass	yes	Poaceae	no	G72726_BF5_01_19021.mzXML	none	not collected	triticum	seed	not collected	no	not collected	wheat semolina	G1
G72732_10x_BE11_01_17846	GATACA	GATACA	corn	non_superfood	grain/grass	no	Poaceae	yes	G72732_10x_BE11_01_17846.mzXML	not collected	1.9702	zea	fruit	2.4444	not collected	0.4742	corn	G1
G72737_p1_b12_GC7_01_21932	GATACA	GATACA	blackberry	non_superfood	drupe_aggregate	no	Rosaceae	yes	G72737_p1_b12_GC7_01_21932.mzXML	not collected	1.9708	rubus	fruit	2.7968	no	0.826	blackberry	G1
G72740_10x_BA2_01_17864	GATACA	GATACA	lemon	non_superfood	citrus	no	Rutaceae	yes	G72740_10x_BA2_01_17864.mzXML	none	1.9715	citrus	fruit	2.2566	no	0.2851	lemon	G1
